WiktionaryCode	iso-639-3	Canonical name	Family	Scripts	Lang Package Python
hup	hup	Hupa	Pacific Coast Athabaskan	Latn	Hupa
huq	huq	Tsat	Chamic		Tsat
hur	hur	Halkomelem	Salishan	Latn	Halkomelem
hus	hus	Wastek	Mayan	Latn	Huastec
huu	huu	Murui Huitoto	Witotoan	Latn	Murui Huitoto
huv	huv	Huave	isolate	Latn	San Mateo Del Mar Huave
huw	huw	Hukumina	Central Maluku	Latn	Hukumina
hux	hux	Nüpode Huitoto	Witotoan	Latn	Nüpode Huitoto
huy	huy	Hulaulá	Northeastern Neo-Aramaic		Hulaulá
huz	huz	Hunzib	East Tsezian	Cyrl	Hunzib
hvc	hvc	Haitian Vodoun Culture Language	creole or pidgin	Latn	Haitian Vodoun Culture Language
hvk	hvk	Haveke	New Caledonian	Latn	Haveke
hvn	hvn	Sabu	Central-Eastern Malayo-Polynesian	Latn	Sabu
hwa	hwa	Wané	Eastern Kru	Latn	Wané
hwc	hwc	Hawaiian Creole	creole or pidgin	Latn	Hawai'i Creole English
hwo	hwo	Hwana	Central Chadic	Latn	Hwana
hya	hya	Hya	Central Chadic	Latn	Hya
iai	iai	Iaai	Central-Eastern Oceanic	Latn	Iaai
ian	ian	Iatmul	Sepik		Iatmul
iar	iar	Purari	Papuan		Purari
iba	iba	Iban	Malayic	Latn	Iban
ibb	ibb	Ibibio	Ibibio-Efik	Latn	Ibibio
ibd	ibd	Iwaidja	Iwaidjan	Latn	Iwaidja
ibe	ibe	Akpes	Volta-Niger	Latn	Akpes
ibg	ibg	Ibanag	Philippine		Ibanag
ibh	ibh	Bih	Chamic	Latn	Bih
ibl	ibl	Ibaloi	Philippine		Ibaloi
ibm	ibm	Agoi	Upper Cross River	Latn	Agoi
ibn	ibn	Ibino	Lower Cross River	Latn	Ibino
ibr	ibr	Ibuoro	Ibibio-Efik		Ibuoro
ibu	ibu	Ibu	North Halmahera		Ibu
iby	iby	Ibani	Ijoid		Ibani
ica	ica	Ede Ica	Ede	Latn	Ede Ica
ich	ich	Etkywan	Jukunoid	Latn	Etkywan
icl	icl	Icelandic Sign Language	sign	Latn	Icelandic Sign Language
icr	icr	Islander Creole English	creole or pidgin	Latn	Islander Creole English
ida	ida	Idakho-Isukha-Tiriki	Logooli-Kuria		Idakho-Isukha-Tiriki
idb	idb	Indo-Portuguese	creole or pidgin	Latn	Indo-Portuguese
idc	idc	Idon	Central Plateau		Idon
idd	idd	Ede Idaca	Ede	Latn	Ede Idaca
ide	ide	Idere	Ibibio-Efik		Idere
idi	idi	Idi	Papuan		Idi
idr	idr	Indri	Sere		Indri
ids	ids	Idesa	Southwestern Edoid	Latn	Idesa
idt	idt	Idaté	Timoric	Latn	Idaté
idu	idu	Idoma	Idomoid	Latn	Idoma
ifa	ifa	Amganad Ifugao	Philippine		Amganad Ifugao
ifb	ifb	Batad Ifugao	Philippine		Batad Ifugao
ife	ife	Ifè	Ede	Latn	Ifè
iff	iff	Ifo	Oceanic	Latn	Ifo
ifk	ifk	Tuwali Ifugao	Philippine		Tuwali Ifugao
ifm	ifm	Teke-Fuumu	Teke		Teke-Fuumu
ifu	ifu	Mayoyao Ifugao	Philippine	Latn	Mayoyao Ifugao
ify	ify	Keley-I Kallahan	Philippine		Keley-I Kallahan
igb	igb	Ebira	Nupoid	Latn	Ebira
ige	ige	Igede	Idomoid	Latn	Igede
igg	igg	Igana	Papuan	Latn	Igana
igl	igl	Igala	Yoruboid	Latn	Igala
igm	igm	Kanggape	Papuan	Latn	Kanggape
ign	ign	Ignaciano	Arawakan		Ignaciano
igo	igo	Isebe	Madang		Isebe
igs	igs	Glosa	constructed		Interglossa
igw	igw	Igwe	Yekhee	Latn	Igwe
ihb	ihb	Pidgin Iha	creole or pidgin		Iha Based Pidgin
ihi	ihi	Ihievbe	Edo-Esan-Ora	Latn	Ihievbe
ihp	ihp	Iha	Trans-New Guinea		Iha
ijc	ijc	Izon	Ijoid	Latn	Izon
ije	ije	Biseni	Ijoid		Biseni
ijj	ijj	Ede Ije	Ede	Latn	Ede Ije
ijn	ijn	Kalabari	Ijoid		Kalabari
ijs	ijs	Southeast Ijo	Ijoid	Latn	Southeast Ijo
ike	ike	Eastern Canadian Inuktitut	Inuit	Cans	Eastern Canadian Inuktitut
iki	iki	Iko	Lower Cross River	Latn	Iko
ikk	ikk	Ika	Igboid		Ika
ikl	ikl	Ikulu	Central Plateau	Latn	Ikulu
iko	iko	Olulumo-Ikom	East-West Upper Cross River	Latn	Olulumo-Ikom
ikp	ikp	Ikpeshi	Yekhee	Latn	Ikpeshi
ikr	ikr	Ikaranggal	Pama-Nyungan		Ikaranggal
iks	iks	Inuit Sign Language	sign	Latn	Inuit Sign Language
ikt	ikt	Inuvialuktun	Inuit	Cans, Latn	Inuinnaqtun
ikv	ikv	Iku-Gora-Ankwa	Central Plateau		Iku-Gora-Ankwa
ikw	ikw	Ikwere	Igboid		Ikwere
ikx	ikx	Ik	Kuliak	Latn	Ik
ikz	ikz	Ikizu	Logooli-Kuria	Latn	Ikizu
ila	ila	Ile Ape	Central-Eastern Malayo-Polynesian		Ile Ape
ilb	ilb	Ila	Botatwe	Latn	Ila
ilg	ilg	Ilgar	Iwaidjan	Latn	Garig-Ilgar
ili	ili	Ili Turki	Karluk		Ili Turki
ilk	ilk	Ilongot	Philippine	Latn	Ilongot
ilo	ilo	Ilocano	Philippine	Latn, Tglg	Iloko
ils	ils	International Sign	sign		International Sign
ilu	ilu	Ili'uun	Timoric		Ili'uun
ilv	ilv	Ilue	Lower Cross River	Latn	Ilue
